Red Roof Inn Gurnee - Waukegan,47,47,47,90,80,51,51,51,51,70,70,70,51,51,51,51,70
Red Roof PLUS Chicago - Naperville,93,72,72,72,72,72,81,81,72,66,66,66,66,99,99,104,104,72,104,72
Holiday Inn Express Hotel & Suites Chicago-Deerfield/Lincoln,104,142,142,142,142,142,95,90,134,134,134,134,134,129,129,134,134,134,134,134
Hilton Garden Inn Chicago / Oak Brook,89,139,139,189,139,101,105,114,84,99,119,119,101,159,159,135,159,184,135
LondonHouse Chicago Curio Collection by Hilton,189,199,199,199,199,189,189,189,199,199,199,199,189,189,224,224,224,269,269
Quality Inn Schaumburg,104,99,104,119,104,99,99,89,89,99,109,109,119,107,89,98,98,98,98
Crowne Plaza Lombard Downers Grove,109,124,157,159,126,92,105,109,104,117,117,117,131,148,115,152,165,165,162
HYATT house Chicago/Naperville/Warrenville,149,139,149,149,129,149,149,169,149,139,169,189,189,139
Chicago South Loop Hotel,129,129,129,129,129,169,188,161,121,116,116,116,161,206,179,179,152,152,152
Extended Stay America - Chicago - Schaumburg -Convention Ctr,75,70,70,70,70,65,75,81,62,71,66,66,62,71,81,66,66,66,66,66
Chicago Marriott O'Hare,160,240,240,240,240,240,140,140,140,140,200,200,200,160,160,240,230,230,230
Courtyard by Marriott Chicago Lincolnshire,139,159,169,169,144,104,104,104,104,139,139,139,149,134,143,180,139
Staybridge Suites Aurora/Naperville,134,139,139,149,139,154,119,98,139,139,139,143,143,110,134,139,164,164,139
Springhill Suites by Marriott Chicago Schaumburg,109,129,169,169,149,109,89,89,89,109,109,109,109,99,99,109,159,169,109
Holiday Inn Express Crestwood,130,140,124,124,124,170,120,109,109,109,117,126,117,117,126,126,130
WoodSpring Suites Chicago Romeoville,70,70,70,70,70,80,80,70,70,70,70,70,80,80
The Westin Chicago Northwest,125,145,145,145,129,99,129,79,109,109,109,79,79,129,169,219,219,139
Extended Stay America - Chicago - Lombard - Yorktown Center,105,105,105,105,105,105,105,100,100,100,100,100,90,100,100,85,90,85,90,104
TownePlace Suites by Marriott Joliet South,169,124,124,124,124,149,149,161,161,161,152
Motel 6 Chicago South-Lansing,56,56,56,56,56,56,56,56,56,56,56,56
Hyatt Place Chicago Warrenville,124,149,159,149,119,119,124,109,119,129,129,134,124,149,149,144,129
Corporate Suites Network At Columbus Plaza,185,185,185,185
Motel 6 Bridgeview,60,60,60,60,60,80,86,70,70,55,55,55,75,75,55,55,55,55,70
Comfort Inn Gurnee,100,100,100,100,110,120,155,110,110,110,110,110,120,110,110,110,110,110
Crowne Plaza Chicago Metro,169,179,249,189,159,159,159,159,139,139,159,159,169,239,189,179
Holiday Inn Express Hotel & Suites Chicago-Midway Airport,180,220,220,230,219,209,162,146,180,180,189,189,180,146,146,180,180,189,189,198
Super 8 - Elgin,99,74,74,74,74,74,75,64,64,64,63,63,63,71,76,63,63,64,64,64
Warwick Allerton Hotel Chicago,169,104,111,111,111,104,133,153,118,104,104,111,118,174,209,140,204,198,198,189
Country Inn Suites Matteson,115,90,90,90,90,90,129,159,90,90,90,90,90,129,129,90,90,90,90,90
Homewood Suites by Hilton Chicago-Lincolnshire,119,139,179,127,84,149,194,144,219,194
Fairfield Inn & Suites Chicago Downtown/River North,130,215,210,140,140,155,135,150,150,150,150,175,170,210,210,230
Southland Inn & Suites,77,77,77,77,77,77,77,77,77,77,103,103,77,77,77,77,77
Holiday Inn Gurnee Convention Center,209,104,109,109,109,109,129,137,114,98,98,98,98,135,135,126,153,153,153,108
Hampton Inn Chicago-Midway Airport,190,220,220,230,230,187,144,144,178,210,220,220,178,144,144,178,210,220,220,178
River Hotel,144,124,154,148,112,130,206,121,103,103,130,130,157,130,184,229,184,166
Red Roof Inn Chicago - O'Hare Airport,76,54,54,54,54,54,71,71,61,66,66,66,66,71,71,61,66,66,66,66
Hilton Garden Inn Naperville/Warrenville,119,139,169,179,149,149,97,97,93,119,149,149,149,114,110,189,189,209,179
Lincolnshire Marriott Resort,149,199,269,259,199,159,119,139,129,179,199,169,189,159,161,197,260,305,251,188
Hyatt Place Chicago/Downtown - The Loop,179,251,171,161,161,153,143,153,161,179,224,179,306,296,224
Chicago Getaway Hostel,103,69,59,69,59,69,109,109,89,89,89,89,99,125,135,89,89,89,89,99
Armada Hotel & Conference Center,89,74,74,74,74,74,85,85,74,74,74,74,74,85,85,74,74,74,74,74
Best Western Plus Antioch Hotel & Suites,200,140,140,140,140,140,200,200,140,150,150,200,150,140,150,150,140
Holiday Inn Express Hotel & Suites Chicago O'Hare,149,129,141,141,141,141,109,119,99,99,103,103,103,126,135,121,135,135,135,135
Presidential Inn,58,49,45,45,45,45,67,67,49,45,45,45,45,49,49,45,45,45,45,45
Best Western Inn of St. Charles,100,100,100,100,100,120,120,110,100,100,100,100,120,120,100,100,100,100,100
AmericInn Lodge & Suites Oswego,125,116,140,130,116,116,116,116,116,123,116,116,116,116,116
Embassy Suites Chicago Naperville,139,139,169,199,204,159,179,152,118,118,135,135,135,189,179,118,135,144,144,135
Comfort Suites Oakbrook Terrace Chicago,109,119,119,119,119,119,139,101,93,101,101,101,149,95,95,95,119,111
DoubleTree by Hilton Libertyville - Mundelein,149,179,169,149,103,87,87,87,109,139,149,103,103,119,169,169,169,119
Hyatt Place Chicago-South/University Medical Center,179,259,299,199,179,189,170,170,170,170,229,259,218,284,265,359,379
Geneva Motel Inn,97,70,72,72,72,72,75,75,75,72,72,72,72,72,72,70,72,72,72,72
Chicago Athletic Association,192,192,207,300,192,192,146,169,253,146,161,161,161,253,269,161,269,246,246
Chinatown Hotel Chicago,75,75,75,75,75,90,90,95,90,80,80,80,85,85,85,80,85,85,85
SpringHill Suites Chicago O'Hare by Marriott,129,109,109,119,129,109,119,119,119,119,129,159,149,129,129,119,149,149,149,179
Hampton Inn & Suites Chicago-Libertyville,124,139,119,119,119,119,169,118,118,119,119,119,101,101,119,169,169,101
Sheraton Grand Chicago,189,219,259,149,139,179,149,149,189,199,189,179,309,199,279,229,229,229
Residence Inn Marriott Chicago Midway,200,250,250,260,260,250,190,190,230,230,240,240,230,190,171,230,230,240,240,230
Hilton Garden Inn Bolingbrook I-55,119,119,189,179,119,119,119,119,119,159,159,127,169,119,135,135,135,179
Palomar Chicago a Kimpton Hotel,170,127,167,215,167,151,161,229,161,161,212,229,305,322,135,229,280,305,322
Eaglewood Resort and Spa,116,116,116,116,116,116,116,116,116,116,116,116,116,116
Renaissance Chicago O'Hare Suites Hotel,109,179,179,179,99,99,99,99,99,129,159,139,143,152,116,269,269,233,152
